Title,Content ID,Poster,Backdrop,Overview,Trailer,Type,Genres,Runtime (minutes),Number of Episodes,Rating,Release Year,Provider Name,Provider Logo,Origin Country,Primary Genres,Secondary Genres,Total Runtime (minutes),Latitude,Longitude
Get Rich or Die Tryin',10060,/aaEJu8vFKtrAoSRtw3xjCf1aM5d.jpg,/bxJmFRjwWnpoLFkp5OSzA7xfzn6.jpg,"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.",https://www.youtube.com/watch?v=HJL2hh3jtoE,movie,"Drama, Crime, Music",117,1,6.77,2005,Paramount Plus,/h5DcR0J2EESLitnhR8xLG1QymTE.jpg,N/A,Drama, Crime,117,51.56687,4.9285
New Life,1148027,/bYTerxU14TaGKfAmbaWMmGH5ORo.jpg,/ly1jzyYU93NHF968i9M1tKkVAf9.jpg,"A mysterious woman on the run, and the resourceful fixer assigned to bring her in. Their two unique stories inextricably link, as the stakes of the pursuit rise to apocalyptic proportions.",https://www.youtube.com/watch?v=SIpViXYVEkI,movie,"Horror, Thriller, Mystery, Science Fiction",85,1,7.03,2024,N/A,N/A,United States of America,Horror, Thriller,85,39.78373,-100.44588
The Image of You,1183002,/gboq2oB6QNBcW32V0A8uOajTwXU.jpg,/x2BNtTu3WOm7LJSwZsKgbhcwa9h.jpg,"Identical twins Anna and Zoe find their bond tested over Anna's new love, Nick. While the trusting Anna is head over heels, her skeptical sister Zoe senses a web of deceit. But as Zoe digs for the truth, they're all pulled into a dangerous game where honesty could prove fatal.",https://www.youtube.com/watch?v=eqqapM_Ce4w,movie,Thriller,90,1,4.8,2024,N/A,N/A,United States of America,Documentary/Other,N/A,90,39.78373,-100.44588
Godzilla Minus One,940721,/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg,/fY3lD0jM5AoHJMunjGWqJ0hRteI.jpg,"Postwar Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",https://www.youtube.com/watch?v=CEArEbO25lE,movie,"Science Fiction, Horror, Action",125,1,7.67,2023,N/A,N/A,Japan,Science Fiction/Fantasy, Horror,125,36.57484,139.23942
Invincible,95557,/dMOpdkrDC5dQxqNydgKxXjBKyAc.jpg,/dfmPbyeZZSz3bekeESvMJaH91gS.jpg,"Mark Grayson is a normal teenager except for the fact that his father is the most powerful superhero on the planet. Shortly after his seventeenth birthday, Mark begins to develop powers of his own and enters into his father’s tutelage.",https://www.youtube.com/watch?v=kLcLr8swqpY,tv,"Animation, Sci-Fi & Fantasy, Action & Adventure, Drama",54,16,8.66,2021,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Animation, Sci-Fi & Fantasy,864,39.78373,-100.44588
How I Met Your Mother,1100,/b34jPzmB0wZy7EjUZoleXOl2RRI.jpg,/5BMwFwNzSidVYArn561acqtktxv.jpg,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,https://www.youtube.com/watch?v=cjJLEYMzpjc,tv,Comedy,22,208,8.16,2005,Disney Plus,/97yvRBw1GzX7fXprcF80er19ot.jpg,United States of America,Comedy,N/A,4576,39.78373,-100.44588
The End of the F***ing World,74577,/f1OV9xEJCZVYcYSDRr5xOD8NJw3.jpg,/nfWhNM5VVd9a5bEGobs83TWTuLM.jpg,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",https://www.youtube.com/watch?v=SqILm2JuHx4,tv,"Comedy, Drama, Crime",21,16,8.1,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United Kingdom of Great Britain and Northern Ireland,Comedy, Drama,336,54.70235,-3.27658
A Bronx Tale,1607,/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,/j5VUdrnRBya3KE40t0ucAN2YqDs.jpg,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",https://www.youtube.com/watch?v=q5nQyoo1LwY,movie,"Drama, Crime",121,1,7.86,1993,N/A,N/A,N/A,Drama, Crime,121,51.56687,4.9285
The Good Doctor,71712,/pFqzXacKsi9or1GVdxTLutXD9zM.jpg,/f3cin9kOz4nOrlYEMxGFQhv4bdN.jpg,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",https://www.youtube.com/watch?v=lnY9FWUTY84,tv,Drama,43,126,8.49,2017,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Drama,N/A,5418,39.78373,-100.44588
A Time to Kill,104698,/yIT9KlzJWyQ2tPt79WZKQpsJcBY.jpg,/2invTsrO3r0HcNCITbnAbXQk35Y.jpg,"The key to solving the toughest homicides lies somewhere in the final hours of a victim's life. In each one-hour episode, determined investigators must piece together events during this critical window to reconstruct the timeline, unlock the motive, and ultimately close in on the killer.",N/A,tv,"Crime, Documentary",43,81,7,2020,N/A,N/A,Canada,Documentary/Other, Documentary,3483,61.06669,-107.99171
Arthur the King,618588,/gxVcBc4VM0kAg9wX4HVg6KJHG46.jpg,/vTlK3chwsEToSoQJYUcJaHlNhIf.jpg,"Over the course of ten days and 435 miles, an unbreakable bond is forged between pro adventure racer Michael Light and a scrappy street dog companion dubbed Arthur. As the team is pushed to their outer limits of endurance in the race, Arthur redefines what victory, loyalty and friendship truly mean.",https://www.youtube.com/watch?v=HhsHEuOyGcs,movie,"Drama, Adventure",107,1,6.86,2024,N/A,N/A,United States of America,Drama, Adventure,107,39.78373,-100.44588
Physical: 100,210905,/vl9XwsuGGzvbAWlHLTNTFIWcgK6.jpg,/msrw4yMwqrUgGDzQSRRNSgkamBt.jpg,"In this fierce fitness competition, one hundred contestants in top physical shape compete to claim the honor of best body.",https://www.youtube.com/watch?v=lm1kU09lVko,tv,Reality,54,18,7.7,2023,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,"Korea, Republic of",Documentary/Other,N/A,972,38.22836,127.02521
Life on Our Planet,213609,/xli64UUAmxX1ZAQGvBjEDrcBc3k.jpg,/o5NFe8iAeYxpwNuN0zuUwp8NIpy.jpg,"Life's extraordinary journey to conquer, adapt and survive on Earth across billions of years comes alive in this groundbreaking nature docuseries.",https://www.youtube.com/watch?v=xy1v0pzMP4g,tv,Documentary,51,8,8.08,2023,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other,N/A,408,39.78373,-100.44588
Land of Bad,969492,/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,/oBIQDKcqNxKckjugtmzpIIOgoc4.jpg,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",https://www.youtube.com/watch?v=mZtHhX0b9tE,movie,"Action, Thriller, War",113,1,7.27,2024,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Action/Adventure, Thriller,113,39.78373,-100.44588
Mother of the Bride,1093231,/vdTvwykMWvVgdaViBVRh8IFTku5.jpg,/m0XCtFisSD0O6P55G1pUHdFccuL.jpg,A doting mom jets off to a tropical island resort for her daughter's wedding — only to discover the groom's father is the ex she hasn't seen in decades.,https://www.youtube.com/watch?v=bUSoEQBHtSg,movie,"Romance, Comedy",90,1,5.89,2024,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Comedy,90,39.78373,-100.44588
BMF,101591,/5gUlUufL3fom30qxKawwlWuD7kC.jpg,/4L5Ta7BasGDZ3KtdxjgnFqdAiHK.jpg,"The drug trafficking drama is inspired by the true story of two brothers who rose from the decaying streets of southwest Detroit in the late 1980s and gave birth to one of the most influential crime families in the country. It revolves around brothers Demetrius ""Big Meech"" Flenory and Terry ""Southwest T"" Flenory, who together took their vision beyond the drug trade and into the world of hip-hop. The drama, per Starz, will tell a story about love, family and capitalism in the pursuit of the American dream.",https://www.youtube.com/watch?v=RipiwMg_ofA,tv,"Drama, Crime",52,28,8.1,2021,Starz Play Amazon Channel,/esiLBRzDUwodjfN8gA4qj7l3ZF7.jpg,United States of America,Drama, Crime,1456,39.78373,-100.44588
Ted,72105,/1QVZXQQHCEIj8lyUhdBYd2qOYtq.jpg,/wS9TiAS1WckeTS2IrFg5dRN9WQD.jpg,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",https://www.youtube.com/watch?v=iAE9_28eTm0,movie,"Comedy, Fantasy",107,1,6.43,2012,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,United States of America,Comedy, Fantasy,107,39.78373,-100.44588
Adult Swim Yule Log,1060421,/faELFruDaoZQzOKLhrRDBheCSx3.jpg,/e5AJWR1YNaM9ps6LRgQoE0fzshO.jpg,"Get in the holiday spirit with this cozy, crackling fire.",https://www.youtube.com/watch?v=Jkw_RB5U1ms,movie,"Comedy, Horror, Science Fiction",91,1,6.71,2022,N/A,N/A,United States of America,Comedy, Horror,91,39.78373,-100.44588
Memento,77,/nWtySDlffTfwAa0rSfq61o33ZXV.jpg,/7Wev9JMo6R5XAfz2KDvXb7oPMmy.jpg,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",https://www.youtube.com/watch?v=Rq9eM4ZXRgs,movie,"Mystery, Thriller",113,1,8.18,2000,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Thriller,113,39.78373,-100.44588
The Maze Runner,198663,/ode14q7WtDugFDp78fo9lCsmay9.jpg,/eTlcNXGv32zkVI7ZDHhfeaKHXKQ.jpg,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",https://www.youtube.com/watch?v=3b946aGm0zs,movie,"Action, Mystery, Science Fiction, Thriller",113,1,7.18,2014,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United Kingdom of Great Britain and Northern Ireland,Action/Adventure, Mystery,113,54.70235,-3.27658
Young Sheldon,71728,/tKwjkqTSq5fJdSxIk4yOh61tOKD.jpg,/8U42J8z7ZqnrzfljJTDul9JfDNH.jpg,"The early life of child genius Sheldon Cooper, later seen in The Big Bang Theory.",https://www.youtube.com/watch?v=FStMMcj-RiA,tv,"Comedy, Family",22,141,8.06,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy, Family,3102,39.78373,-100.44588
The Idea of You,843527,/zDi2U7WYkdIoGYHcYbM9X5yReVD.jpg,/6Xfj8wD7GoEysgcFayRKd6QLqai.jpg,"Solène, a 40-year-old single mom, begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. When Solène must step in to chaperone her teenage daughter's trip to the Coachella Music Festival after her ex bails at the last minute, she has a chance encounter with Hayes and there is an instant, undeniable spark. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.",https://www.youtube.com/watch?v=NLsN5-5eLTE,movie,"Romance, Comedy, Drama",116,1,7.48,2024,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Documentary/Other, Comedy,116,39.78373,-100.44588
Veep,2947,/cdd78fGdaA3EbK2ToZRWcaaB1fx.jpg,/vKaDMLbdLrThldFj9Vavo6suTS2.jpg,"A look into American politics, revolving around former Senator Selina Meyer who finds being Vice President of the United States is nothing like she expected and everything everyone ever warned her about.",https://www.youtube.com/watch?v=--Mo61W9e-8,tv,Comedy,30,65,7.38,2012,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,United States of America,Comedy,N/A,1950,39.78373,-100.44588
The Drop,154400,/ehFOkPH0tRdbyghxGDR418Mgn9V.jpg,/jDNXIth0TlZcz3sBMJdMx7JjIZf.jpg,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",https://www.youtube.com/watch?v=RJZtoAKDf_8,movie,"Drama, Crime",106,1,6.77,2014,Disney Plus,/97yvRBw1GzX7fXprcF80er19ot.jpg,United States of America,Drama, Crime,106,39.78373,-100.44588
Stupid Games,1174200,/jthyVwds0Dp2Ca6ZPAzbGTuGvu.jpg,/rTzfNHQs24lHFhWcEWYfW1zv6uV.jpg,A girl's discreet attempt to assess her one night stand and his friends takes a deadly turn when she and her roommates host a dinner party where they unknowingly unleash a malevolent force.,https://www.youtube.com/watch?v=s93jzh_RH_g,movie,"Horror, Mystery, Thriller",86,1,8,2024,N/A,N/A,N/A,Horror, Mystery,86,51.56687,4.9285
Drift,977966,/4OMssa91kM2GUNrDUfcqDqxajnR.jpg,/5kvxM8l6DkMKQB23hMqLGMsYzkK.jpg,"After fleeing civil war in Liberia, a formerly-privileged refugee is barely scraping by in her new life in Greece when she strikes up an unexpected friendship with a rootless tour guide.",https://www.youtube.com/watch?v=hYLgGGuFcVI,movie,"Drama, Romance",93,1,6,2024,N/A,N/A,French Republic,Drama, Romance,93,46.60335,1.88833
The Listener,14666,/8408RJvs3zRjA0e69I1zJTRxQye.jpg,/h6GA4qaV6WUpULdAl0NdYKtXsUL.jpg,"Toby Logan is a highly skilled paramedic with a secret – he can read minds. Toby never really knew his parents and grew up in foster care, this coupled with his secret, which he shares with no one, has made him a bit of a loner. Until now, Toby has kept his ability hidden, exploring its possibilities only with his long time mentor and confidante Dr. Ray Mercer.",https://www.youtube.com/watch?v=FWSma_qxTMQ,tv,"Action & Adventure, Crime, Drama, Sci-Fi & Fantasy",42,65,6.9,2009,N/A,N/A,Canada,Action/Adventure, Crime,2730,61.06669,-107.99171
Rebel Moon - Part Two: The Scargiver,934632,/cxevDYdeFkiixRShbObdwAHBZry.jpg,/tpiqEVTLRz2Mq7eLq5DT8jSrp71.jpg,"The rebels gear up for battle against the ruthless forces of the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made.",https://www.youtube.com/watch?v=UEJuNHOd8Dw,movie,"Science Fiction, Action, Drama",123,1,6.1,2024,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Science Fiction/Fantasy, Action,123,39.78373,-100.44588
Possessions,1152619,/39a7zYZvkGfs7EOVVK3dQlWyYJ0.jpg,/4uEVhE07sSEg3t9MdudCjXWt9fG.jpg,"Follows a father who seeks a fresh start with his son after the loss of his wife, and purchased a storage unit facility sight unseen, but secrets buried behind the metal doors become a parent's worst nightmare.",https://www.youtube.com/watch?v=-Tx9Op945bQ,movie,Horror,90,1,4.1,2024,N/A,N/A,United States of America,Horror,N/A,90,39.78373,-100.44588
An American Bombing: The Road to April 19th,1263371,/7RPUEmNtMORxOlkBQCHBsO4Y36Q.jpg,/p5528pZ15rKKKnDm0HLuueWe2ZN.jpg,"This documentary looks at the surge in political violence through the story of the 1995 Oklahoma City bombing, showing the roots of anti-government sentiment and its reverberations today, along with the emotionally charged warnings of those who suffered tragic losses in the deadliest homegrown attack in U.S. history.",https://www.youtube.com/watch?v=lZ1DlykhLAo,movie,Documentary,107,1,7,2024,Now TV,/g0E9h3JAeIwmdvxlT73jiEuxdNj.jpg,United States of America,Documentary/Other,N/A,107,39.78373,-100.44588
Blood for Dust,1025596,/nvaCnkl8RilLhVAQXPFei0tqkqW.jpg,/bkENfmxUY3UYsRLizJAhF5IQPvS.jpg,"Reckless Ricky makes serious money dealing illegal weapons throughout the tri-state area and loves to flaunt it. Traveling salesman Cliff, covers the same territory Ricky runs guns through. Desperate to find some financial relief for his struggling family, Cliff agrees to partner with Ricky, to commit cross-state drug and gun deliveries for a mid-level American cartel boss John. When a simple exchange turns into a bloodbath after Ricky kills everyone in a territory grab, the pair find themselves in a pressure cooker situation where unlikely drug dealer Cliff must fight as hard as he can to stay alive.",https://www.youtube.com/watch?v=z4snqvjFVow,movie,"Action, Crime, Thriller",98,1,5.82,2024,N/A,N/A,United States of America,Action/Adventure, Crime,98,39.78373,-100.44588
The Chi,72071,/niD8X5pEXpmRUDhSPdDOgI3Gw5Q.jpg,/ulXewCeBreYuw1fpjpibYQ66RRv.jpg,"A relevant, timely and distinctive coming-of-age story following a half dozen interrelated characters in the South Side of Chicago. The story centers on Brandon, an ambitious and confident young man who dreams about opening a restaurant of his own someday, but is conflicted between the promise of a new life and his responsibility to his mother and teenage brother back in the South Side.",https://www.youtube.com/watch?v=22if69BjkPI,tv,Drama,50,66,8,2018,Disney Plus,/97yvRBw1GzX7fXprcF80er19ot.jpg,United States of America,Drama,N/A,3300,39.78373,-100.44588
Loot,197449,/auvNJBU8FYRWTfAB5X152tN9L8E.jpg,/15boPorcwy0wOZKFwQtCBdYdaB2.jpg,"After divorcing her husband of 20 years, Molly Novak must figure out what to do with her $87 billion settlement. She decides to reengage with her charitable foundation and reconnect with the real world—finding herself along the way.",https://www.youtube.com/watch?v=oxtLNGd5wrU,tv,Comedy,26,20,7.02,2022,Apple TV Plus,/2E03IAZsX4ZaUqM7tXlctEPMGWS.jpg,United States of America,Comedy,N/A,520,39.78373,-100.44588
Nobody,615457,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,/6zbKgwgaaCyyBXE4Sun4oWQfQmi.jpg,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",https://www.youtube.com/watch?v=-WzB5wqpkbg,movie,"Action, Thriller",92,1,7.97,2021,N/A,N/A,United States of America,Action/Adventure, Thriller,92,39.78373,-100.44588
